0: IMG_2373
focal_length:	3136.000
#sift count:	9794

137: IMG_2510
image_size:	4032x3024
focal_length:	3136.000
#sift count:	10793

138: IMG_2511
image_size:	4032x3024
focal_length:	3136.000
#sift count:	9733

139: IMG_2512
image_size:	4032x3024
focal_length:	3136.000
#sift count:	9213

140: IMG_2513
image_size:	4032x3024
focal_length:	3136.000
#sift count:	9569

141: IMG_2514
image_size:	4032x3024
focal_length:	3136.000
#sift count:	10856

142: IMG_2515
image_size:	4032x3024
focal_length:	3136.000
#sift count:	9780

143: IMG_2516
image_size:	4032x3024
focal_length:	3136.000
#sift count:	10097

144: IMG_2517
image_size:	4032x3024
focal_length:	3136.000
#sift count:	11744

145: IMG_2518
image_size:	4032x3024
focal_length:	3136.000
#sift count:	8571

**************************************
Change the number of pixel-loaded images by 
modifying param_visual_data_budget in nv.ini
Use the PAUSE button to skip the pixel loading
**************************************
Loading image pixel data ...done in 40s

Run full 3D reconstruction, begin...
369 pairs have two-view models
1020 pairs have fundamental matrices
Initialize with IMG_2409 and IMG_2410
1868 3D points initialized from two images
PBA library version = 105
PBA: 1868 3D pts, 2 cams and 3736 projs...
PBA: 2.694 -> 0.451 (100 LMs in 1.03sec)
Focal Length : [3136.000]->[3019.439]
Focal Length : [3136.000]->[3036.462]

#############################
#3: [IMG_2411] sees 1415 (+2028) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3586 projs (1227 pts and 0 merges)
PBA: 3070 3D pts, 3 cams and 7272 projs...
PBA: 9.568 -> 0.979 (73 LMs in 0.94sec)

**************************************
#3/3:  3969 projs and 1377 pts added.
PBA: 3185 3D pts, 3 cams and 7585 projs...
PBA: 1.118 -> 1.020 (22 LMs in 0.36sec)
PBA: 3185 3D pts, 3 cams and 7585 projs...
PBA: 1.020 -> 1.020 (6 LMs in 0.07sec)
Focal Length : [3136.000]->[3270.834]
Radial Distortion : [-0.026 -> -20]

#############################
#4: [IMG_2412] sees 1600 (+2424) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 816 projs (0 pts and 0 merges)
PBA: 3082 3D pts, 4 cams and 8195 projs...
PBA: 9.811 -> 1.330 (37 LMs in 0.63sec)
#points w/ large errors:	28
Focal Length : [3136.000]->[3279.318]
Radial Distortion : [-0.029 -> -22]

#############################
#5: [IMG_2413] sees 988 (+3202) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 632 projs (0 pts and 0 merges)
PBA: 3066 3D pts, 5 cams and 8781 projs...
PBA: 5.203 -> 1.515 (39 LMs in 0.53sec)
#points w/ large errors:	12

**************************************
#5/5:  9549 projs and 3847 pts added.
PBA: 6890 3D pts, 5 cams and 17655 projs...
PBA: 2.322 -> 1.366 (35 LMs in 0.66sec)
#points w/ large errors:	2
PBA: 6888 3D pts, 5 cams and 17648 projs...
PBA: 1.364 -> 1.364 (12 LMs in 0.19sec)
Focal Length : [3136.000]->[3297.889]
Radial Distortion : [-0.021 -> -16]

#############################
#6: [IMG_2414] sees 1963 (+2220) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 1013 projs (0 pts and 0 merges)
PBA: 6710 3D pts, 6 cams and 18305 projs...
PBA: 5.364 -> 1.600 (19 LMs in 0.33sec)
#points w/ large errors:	90
Focal Length : [3136.000]->[3195.847]
Radial Distortion : [-0.018 -> -15]

#############################
#7: [IMG_2415] sees 1089 (+3280) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 663 projs (0 pts and 0 merges)
PBA: 6629 3D pts, 7 cams and 18689 projs...
PBA: 4.000 -> 1.581 (22 LMs in 0.44sec)
#points w/ large errors:	29

**************************************
#7/7:  8208 projs and 3230 pts added.
PBA: 9828 3D pts, 7 cams and 26122 projs...
PBA: 4.766 -> 2.101 (26 LMs in 0.64sec)
#points w/ large errors:	39
PBA: 9789 3D pts, 7 cams and 25982 projs...
PBA: 2.060 -> 2.058 (20 LMs in 0.46sec)
#points w/ large errors:	12
Focal Length : [3136.000]->[3236.518]
Radial Distortion : [-0.021 -> -17]

#############################
#8: [IMG_2416] sees 2799 (+2779) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 5629 projs (2010 pts and 4 merges)
PBA: 6507 3D pts, 8 cams and 21018 projs...
PBA: 8.904 -> 2.391 (23 LMs in 0.58sec)
#points w/ large errors:	241
Focal Length : [3136.000]->[3220.210]
Radial Distortion : [-0.021 -> -17]

#############################
#9: [IMG_2417] sees 2134 (+1674) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3096 projs (867 pts and 1 merges)
PBA: 5909 3D pts, 9 cams and 20934 projs...
PBA: 7.657 -> 2.378 (19 LMs in 0.47sec)
#points w/ large errors:	102

**************************************
#9/9:  3678 projs and 1028 pts added.
PBA: 12176 3D pts, 9 cams and 33554 projs...
PBA: 1.849 -> 1.731 (21 LMs in 0.60sec)
#points w/ large errors:	26
PBA: 12150 3D pts, 9 cams and 33446 projs...
PBA: 1.709 -> 1.708 (23 LMs in 0.49sec)
#points w/ large errors:	5
Focal Length : [3136.000]->[3215.799]
Radial Distortion : [-0.018 -> -15]

#############################
#10: [IMG_2418] sees 1652 (+1696) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3258 projs (1057 pts and 1 merges)
PBA: 6385 3D pts, 10 cams and 23051 projs...
PBA: 6.991 -> 2.452 (24 LMs in 0.68sec)
#points w/ large errors:	134
Focal Length : [3136.000]->[3217.229]
Radial Distortion : [-0.016 -> -13]

#############################
#11: [IMG_2419] sees 1066 (+1392) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 586 projs (0 pts and 0 merges)
PBA: 5655 3D pts, 11 cams and 21947 projs...
PBA: 5.211 -> 2.475 (18 LMs in 0.37sec)
#points w/ large errors:	97
Focal Length : [3136.000]->[3250.878]
Radial Distortion : [-0.010 -> -8]

#############################
#12: [IMG_2420] sees 541 (+2313) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 301 projs (0 pts and 0 merges)
PBA: 5590 3D pts, 12 cams and 21845 projs...
PBA: 3.309 -> 2.339 (16 LMs in 0.35sec)
#points w/ large errors:	37

**************************************
#12/12:  6005 projs and 2432 pts added.
PBA: 15187 3D pts, 12 cams and 41771 projs...
PBA: 2.431 -> 1.773 (20 LMs in 0.60sec)
#points w/ large errors:	19
PBA: 15168 3D pts, 12 cams and 41690 projs...
PBA: 1.760 -> 1.760 (22 LMs in 0.58sec)
Focal Length : [3136.000]->[3284.537]
Radial Distortion : [-0.022 -> -17]

#############################
#13: [IMG_2421] sees 1452 (+1480) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 480 projs (0 pts and 0 merges)
PBA: 6332 3D pts, 13 cams and 24498 projs...
PBA: 3.803 -> 2.480 (12 LMs in 0.34sec)
#points w/ large errors:	199
Focal Length : [3136.000]->[3399.410]
Radial Distortion : [-0.046 -> -33]

#############################
#14: [IMG_2422] sees 810 (+2310) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 312 projs (0 pts and 0 merges)
PBA: 6270 3D pts, 14 cams and 24471 projs...
PBA: 3.477 -> 2.381 (21 LMs in 0.43sec)
#points w/ large errors:	47
Focal Length : [3136.000]->[3302.431]
Radial Distortion : [-0.032 -> -24]

#############################
#15: [IMG_2423] sees 569 (+2649) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 266 projs (0 pts and 0 merges)
PBA: 6262 3D pts, 15 cams and 24660 projs...
PBA: 2.886 -> 2.358 (20 LMs in 0.37sec)
#points w/ large errors:	32
Focal Length : [3136.000]->[3286.873]
Radial Distortion : [-0.021 -> -16]

#############################
#16: [IMG_2408] sees 1788 (+1794) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2830 projs (828 pts and 7 merges)
PBA: 7517 3D pts, 16 cams and 28283 projs...
PBA: 3.887 -> 2.354 (37 LMs in 1.09sec)
#points w/ large errors:	84

**************************************
#16/16:  12755 projs and 4530 pts added.
PBA: 19013 3D pts, 16 cams and 53600 projs...
PBA: 8.540 -> 2.219 (34 LMs in 1.78sec)
#points w/ large errors:	90
PBA: 18923 3D pts, 16 cams and 53107 projs...
PBA: 2.147 -> 2.143 (27 LMs in 1.51sec)
#points w/ large errors:	27
Focal Length : [3136.000]->[3236.706]
Radial Distortion : [-0.024 -> -20]

#############################
#17: [IMG_2407] sees 1276 (+1712) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2792 projs (933 pts and 3 merges)
PBA: 9300 3D pts, 17 cams and 34713 projs...
PBA: 5.641 -> 2.797 (30 LMs in 1.14sec)
#points w/ large errors:	531
Focal Length : [3136.000]->[3258.725]
Radial Distortion : [-0.029 -> -23]

#############################
#18: [IMG_2406] sees 1724 (+2340) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3665 projs (1245 pts and 14 merges)
PBA: 9725 3D pts, 18 cams and 36047 projs...
PBA: 6.182 -> 2.398 (22 LMs in 1.01sec)
#points w/ large errors:	108
Focal Length : [3136.000]->[3292.552]
Radial Distortion : [-0.028 -> -22]

#############################
#19: [IMG_2405] sees 1729 (+2234) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 892 projs (0 pts and 0 merges)
PBA: 8919 3D pts, 19 cams and 35148 projs...
PBA: 4.374 -> 2.522 (22 LMs in 0.90sec)
#points w/ large errors:	62
Focal Length : [3136.000]->[3262.306]
Radial Distortion : [-0.009 -> -7]

#############################
#20: [IMG_2404] sees 895 (+1845) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3007 projs (1164 pts and 0 merges)
PBA: 10063 3D pts, 20 cams and 37986 projs...
PBA: 5.829 -> 2.562 (23 LMs in 1.23sec)
#points w/ large errors:	72
Focal Length : [3136.000]->[3257.664]
Radial Distortion : [-0.035 -> -27]

#############################
#21: [IMG_2403] sees 1244 (+2007) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 637 projs (0 pts and 0 merges)
SKIP: 0 cams, 78 points, 299 projs
PBA: 21008 3D pts, 20 cams and 60368 projs...
PBA: 2.689 -> 1.916 (5 LMs in 0.44sec)
#points w/ large errors:	123

**************************************
#21/21:  7158 projs and 2624 pts added.
PBA: 23454 3D pts, 21 cams and 66358 projs...
PBA: 3.713 -> 2.194 (29 LMs in 1.44sec)
#points w/ large errors:	81
PBA: 23373 3D pts, 21 cams and 66095 projs...
PBA: 2.163 -> 2.162 (23 LMs in 0.93sec)
#points w/ large errors:	19
Focal Length : [3136.000]->[3261.549]
Radial Distortion : [-0.017 -> -14]

#############################
#22: [IMG_2402] sees 1478 (+1673) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2866 projs (970 pts and 0 merges)
SKIP: 0 cams, 1179 points, 2474 projs
PBA: 23056 3D pts, 20 cams and 66357 projs...
PBA: 3.834 -> 2.339 (5 LMs in 0.27sec)
#points w/ large errors:	417
Radial Distortion : [0.018 -> 13]
# 172 projs (50 pts and 0 merges)
SKIP: 0 cams, 1549 points, 3765 projs
PBA: 22705 3D pts, 20 cams and 65158 projs...
PBA: 2.184 -> 2.125 (5 LMs in 0.28sec)
Focal Length : [3136.000]->[3265.302]
Radial Distortion : [0.012 -> 9]

#############################
#23: [IMG_2401] sees 1717 (+2216) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 827 projs (0 pts and 0 merges)
SKIP: 0 cams, 2281 points, 3996 projs
PBA: 21905 3D pts, 20 cams and 64209 projs...
PBA: 3.326 -> 2.237 (5 LMs in 0.25sec)
#points w/ large errors:	249
Focal Length : [3136.000]->[3244.795]
Radial Distortion : [-0.023 -> -19]

#############################
#24: [IMG_2400] sees 843 (+2565) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 553 projs (0 pts and 0 merges)
SKIP: 0 cams, 2906 points, 5915 projs
PBA: 21308 3D pts, 20 cams and 62817 projs...
PBA: 2.638 -> 2.166 (5 LMs in 0.17sec)
#points w/ large errors:	129
Focal Length : [3136.000]->[3231.430]
Radial Distortion : [-0.022 -> -17]

#############################
#25: [IMG_2399] sees 616 (+3027) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 316 projs (0 pts and 0 merges)
SKIP: 0 cams, 5040 points, 10577 projs
PBA: 19175 3D pts, 20 cams and 57652 projs...
PBA: 2.426 -> 2.187 (5 LMs in 0.15sec)
#points w/ large errors:	84
Focal Length : [3136.000]->[3225.485]
Radial Distortion : [-0.028 -> -22]

#############################
#26: [IMG_2398] sees 470 (+3468) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 230 projs (0 pts and 0 merges)
PBA: 10197 3D pts, 26 cams and 41334 projs...
PBA: 2.812 -> 2.645 (28 LMs in 1.72sec)
#points w/ large errors:	89
Focal Length : [3136.000]->[3236.960]
Radial Distortion : [-0.032 -> -26]

#############################
#27: [IMG_2424] sees 1341 (+1595) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 468 projs (0 pts and 0 merges)
SKIP: 0 cams, 7318 points, 15988 projs
PBA: 16753 3D pts, 20 cams and 51814 projs...
PBA: 2.934 -> 2.147 (5 LMs in 0.58sec)
#points w/ large errors:	58

**************************************
#27/27:  16916 projs and 6108 pts added.
PBA: 29115 3D pts, 27 cams and 83470 projs...
PBA: 5.712 -> 2.419 (16 LMs in 2.28sec)
#points w/ large errors:	107
PBA: 29008 3D pts, 27 cams and 83101 projs...
PBA: 2.387 -> 2.383 (22 LMs in 3.26sec)
#points w/ large errors:	34
Focal Length : [3136.000]->[3336.707]
Radial Distortion : [-0.014 -> -11]

#############################
#28: [IMG_2425] sees 1849 (+1479) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 667 projs (0 pts and 0 merges)
SKIP: 0 cams, 6956 points, 17498 projs
PBA: 21983 3D pts, 20 cams and 65916 projs...
PBA: 3.574 -> 2.692 (5 LMs in 0.47sec)
#points w/ large errors:	802
Focal Length : [3136.000]->[3331.208]
Radial Distortion : [-0.026 -> -19]

#############################
#29: [IMG_2426] sees 976 (+2008) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 479 projs (0 pts and 0 merges)
SKIP: 0 cams, 10615 points, 28184 projs
PBA: 18328 3D pts, 20 cams and 55624 projs...
PBA: 2.785 -> 2.270 (5 LMs in 0.76sec)
#points w/ large errors:	105
Focal Length : [3136.000]->[3277.151]
Radial Distortion : [-0.070 -> -54]

#############################
#30: [IMG_2427] sees 682 (+2332) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 330 projs (0 pts and 0 merges)
SKIP: 0 cams, 11690 points, 28557 projs
PBA: 17254 3D pts, 20 cams and 52547 projs...
PBA: 2.591 -> 2.285 (5 LMs in 0.35sec)
#points w/ large errors:	67
Focal Length : [3136.000]->[3323.402]
Radial Distortion : [-0.020 -> -15]

#############################
#31: [IMG_2428] sees 609 (+3130) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 248 projs (0 pts and 0 merges)
SKIP: 0 cams, 12475 points, 30525 projs
PBA: 16468 3D pts, 20 cams and 50439 projs...
PBA: 2.501 -> 2.268 (5 LMs in 0.44sec)
#points w/ large errors:	49
Focal Length : [3136.000]->[3326.333]
Radial Distortion : [-0.031 -> -23]

#############################
#32: [IMG_2429] sees 375 (+2431) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 157 projs (0 pts and 0 merges)
PBA: 11982 3D pts, 32 cams and 49033 projs...
PBA: 2.880 -> 2.635 (16 LMs in 1.33sec)
#points w/ large errors:	87
Focal Length : [3136.000]->[3445.252]
Radial Distortion : [-0.076 -> -53]

#############################
#33: [IMG_2397] sees 1842 (+3139) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3735 projs (1241 pts and 1 merges)
SKIP: 0 cams, 13237 points, 35400 projs
PBA: 15635 3D pts, 20 cams and 48816 projs...
